# ABR CC PLAY REBUFFER
mpc cubic 440.798 0.0
pensieve bbr 8.294 0.0
linear_bba cubic 18.499 0.0
pensieve bbr 18.465 0.0
pensieve bbr 40.193 0.0
linear_bba cubic 5.397 0.0
pensieve bbr 528.069 0.0
linear_bba cubic 16.247 0.0
puffer_ttp_cl bbr 13.653 0.0
linear_bba cubic 9.55 0.0
puffer_ttp_cl bbr 14.898 0.0
pensieve bbr 517.054 0.0
puffer_ttp_cl bbr 53.861 0.0
linear_bba bbr 11.799 0.0
puffer_ttp_cl bbr 36.686 0.0
linear_bba bbr 15.049 0.0
linear_bba bbr 42.751 0.0
robust_mpc cubic 20.255 0.0
puffer_ttp_cl bbr 265.794 0.0
mpc bbr 7.134 0.0
mpc bbr 2059.888 0.0
linear_bba bbr 26.25 0.0
pensieve cubic 5.109 0.0
pensieve cubic 3996.415 5.0
linear_bba bbr 106.794 0.0
mpc cubic 7.496 0.0
mpc cubic 6.22 0.0
mpc cubic 6.392 0.0
mpc cubic 5.961 0.0
mpc cubic 13.711 0.0
mpc cubic 9.105 0.0
robust_mpc cubic 8.515 0.0
mpc cubic 930.903 0.0
robust_mpc cubic 10.275 0.0
linear_bba bbr 615.796 0.0
robust_mpc bbr 1088.104 10.5
robust_mpc cubic 83.239 0.0
mpc cubic 12.256 0.0
mpc cubic 5.996 0.0
mpc cubic 123.597 0.0
robust_mpc cubic 5.652 0.0
robust_mpc cubic 750.547 0.0
puffer_ttp_cl bbr 5.105 0.0
puffer_ttp_cl bbr 352.561 41.598
mpc cubic 1424.663 0.0
pensieve bbr 147.716 0.0
pensieve bbr 15.039 0.0
pensieve bbr 44.85 0.0
pensieve bbr 60.402 0.0
pensieve bbr 773.044 0.0
pensieve bbr 7.861 0.0
pensieve bbr 610.565 0.0
puffer_ttp_cl bbr 15.052 0.0
puffer_ttp_cl bbr 11.3 0.0
puffer_ttp_cl bbr 608.196 0.0
mpc bbr 12.736 0.0
mpc bbr 61.429 0.0
mpc cubic 11.556 0.0
mpc cubic 174.101 0.45999999999999996
pensieve bbr 427.791 0.0
linear_bba bbr 14.844 0.0
linear_bba bbr 88.351 0.0
mpc cubic 13.789 0.0
mpc cubic 46.824 0.0
mpc cubic 5.919 0.0
mpc cubic 18.526 0.0
mpc cubic 14.74 0.0
robust_mpc cubic 29.553 0.0
mpc cubic 5.588 0.0
mpc cubic 6.491 0.0
pensieve bbr 5.77 0.0
mpc cubic 12.077 0.0
mpc cubic 22.056 0.0
pensieve bbr 9.524 0.0
robust_mpc cubic 25.305 0.0
mpc cubic 100.086 0.0
pensieve bbr 30.69 0.0
mpc cubic 1202.229 0.0
robust_mpc cubic 10.025 0.0
robust_mpc cubic 34.35 0.0
pensieve bbr 6.523 0.0
pensieve bbr 26.242 0.0
pensieve bbr 18.669 0.0
puffer_ttp_emu bbr 22.618 0.0
robust_mpc cubic 7.577 0.0
pensieve bbr 6.634 0.0
robust_mpc cubic 67.199 0.0
pensieve bbr 17.504 0.0
mpc bbr 35.349 0.0
puffer_ttp_emu bbr 6.125 0.0
puffer_ttp_emu bbr 11.504 0.0
mpc cubic 452.31 0.0
puffer_ttp_emu bbr 8.202 0.0
linear_bba cubic 231.034 0.0
pensieve bbr 9.721 0.0
puffer_ttp_emu bbr 11.669 0.0
linear_bba bbr 505.844 0.0
puffer_ttp_emu bbr 18.996 0.0
pensieve bbr 6.268 0.0
puffer_ttp_emu bbr 474.788 16.554000000000002
puffer_ttp_cl bbr 12.754 0.0
pensieve bbr 135.326 0.0
mpc bbr 11.347 0.0
puffer_ttp_cl bbr 198.99 0.0
puffer_ttp_emu bbr 334.257 0.0
robust_mpc cubic 44.367 0.0
robust_mpc bbr 8298.803 440.07800000000003
mpc cubic 17.296 0.0
pensieve bbr 22.536 0.0
pensieve bbr 11.363 0.0
pensieve bbr 14.803 0.0
pensieve bbr 103.505 0.0
puffer_ttp_cl bbr 313.549 0.0
linear_bba cubic 6.955 0.0
linear_bba bbr 28.2 0.0
puffer_ttp_cl bbr 49.195 0.0
linear_bba bbr 26.5 0.0
puffer_ttp_cl bbr 35.897 0.0
pensieve bbr 17.132 0.0
pensieve bbr 17.189 0.0
puffer_ttp_cl bbr 51.849 0.0
pensieve bbr 16.892 0.0
puffer_ttp_emu bbr 5.883 0.0
pensieve bbr 51.605 0.0
puffer_ttp_emu bbr 633.611 0.0
puffer_ttp_cl bbr 5.145 0.0
mpc bbr 10.098 0.0
puffer_ttp_cl bbr 50.794 0.0
mpc bbr 30.501 0.0
linear_bba cubic 942.17 0.0
pensieve bbr 43.106 0.0
mpc cubic 560.856 0.0
puffer_ttp_cl bbr 1510.684 0.0
pensieve bbr 41.37 0.0
mpc cubic 46.6 0.0
puffer_ttp_emu bbr 5.409 0.0
linear_bba bbr 11.401 0.0
pensieve bbr 32.616 0.0
robust_mpc cubic 23.291 0.0
mpc cubic 11.798 0.0
linear_bba bbr 31.348 0.0
puffer_ttp_cl bbr 45.051 0.0
mpc cubic 2883.034 0.0
puffer_ttp_cl bbr 275.151 0.0
linear_bba bbr 1483.988 0.0
pensieve bbr 8.341 0.0
pensieve bbr 30.691 0.0
puffer_ttp_cl bbr 5.504 0.0
puffer_ttp_cl bbr 562.206 7.605
mpc cubic 21.67 0.0
pensieve bbr 80.426 0.0
robust_mpc cubic 12.813 0.0
mpc cubic 7.049 0.0
mpc cubic 6.8 0.0
robust_mpc cubic 1341.023 11.35
mpc cubic 219.049 0.0
mpc cubic 18.955 0.0
mpc cubic 11.899 0.0
puffer_ttp_emu bbr 22.992 0.0
robust_mpc bbr 6.096 0.0
puffer_ttp_cl cubic 34.3 0.0
puffer_ttp_static bbr 26.249 0.0
robust_mpc bbr 16.951 0.0
puffer_ttp_emu bbr 5.907 0.0
robust_mpc bbr 73.845 0.0
puffer_ttp_static bbr 15.606 0.0
puffer_ttp_cl cubic 6.75 0.0
pensieve bbr 5.543 0.0
puffer_ttp_cl cubic 37.438 0.0
puffer_ttp_static bbr 15.058 0.0
pensieve bbr 11.091 0.0
mpc bbr 1210.332 0.0
puffer_ttp_cl cubic 910.237 0.0
pensieve bbr 34.144 0.0
puffer_ttp_static bbr 13.908 0.0
pensieve bbr 6.99 0.0
pensieve bbr 35.059 0.0
puffer_ttp_cl cubic 41.651 0.0
puffer_ttp_static bbr 904.87 0.0
puffer_ttp_emu bbr 11.307 0.0
pensieve bbr 9.066 0.0
pensieve bbr 14.696 0.0
puffer_ttp_cl cubic 6.541 0.0
puffer_ttp_cl cubic 74.751 0.0
puffer_ttp_emu bbr 6.28 0.0
robust_mpc cubic 48.647 0.0
mpc cubic 97.303 0.0
puffer_ttp_cl cubic 5.587 0.0
robust_mpc cubic 5.205 0.0
puffer_ttp_static bbr 80.693 0.0
puffer_ttp_cl cubic 97.153 0.0
robust_mpc cubic 11.249 0.0
mpc bbr 127.277 0.0
pensieve cubic 64.38 0.0
robust_mpc cubic 70.244 0.0
pensieve bbr 14579.452 0.0
mpc cubic 8.725 0.0
pensieve cubic 143.196 0.0
mpc cubic 1267.67 0.0
puffer_ttp_static bbr 992.926 0.0
robust_mpc cubic 358.422 0.0
puffer_ttp_cl cubic 790.696 0.0
puffer_ttp_cl bbr 11.75 0.0
linear_bba cubic 16.982 0.0
puffer_ttp_cl bbr 6.474 0.0
puffer_ttp_cl bbr 8.789 0.0
mpc cubic 941.265 0.0
puffer_ttp_cl bbr 7.111 0.0
puffer_ttp_emu bbr 552.792 0.0
robust_mpc cubic 182.715 0.0
puffer_ttp_cl bbr 5.142 0.0
linear_bba cubic 5.111 0.0
puffer_ttp_cl bbr 10.278 0.0
mpc bbr 3253.006 0.0
puffer_ttp_cl bbr 67.231 0.0
puffer_ttp_cl bbr 5.082 0.0
mpc bbr 43.604 0.0
puffer_ttp_cl cubic 64.748 0.0
puffer_ttp_cl bbr 6.21 0.0
puffer_ttp_cl bbr 57.244 0.0
mpc bbr 9.748 0.0
mpc cubic 14.371 0.0
mpc cubic 7.945 0.0
mpc cubic 11.061 0.0
mpc cubic 89.356 0.0
puffer_ttp_cl bbr 518.617 0.0
puffer_ttp_cl bbr 4282.121 36.149
robust_mpc bbr 296.745 0.0
linear_bba cubic 33.493 0.0
linear_bba cubic 40.1 0.0
linear_bba cubic 315.138 12.571
mpc cubic 281.259 0.0
linear_bba cubic 11.302 0.0
linear_bba cubic 15.999 0.0
mpc cubic 6.643 0.0
mpc cubic 7.401 0.0
linear_bba cubic 109.497 0.0
mpc cubic 39.04 0.0
puffer_ttp_cl cubic 94.649 0.0
linear_bba cubic 302.091 0.0
linear_bba bbr 29.978 0.0
linear_bba bbr 27.559 0.0
mpc cubic 7.445 0.0
mpc cubic 11.935 0.0
linear_bba bbr 15.093 0.0
mpc cubic 10.237 0.0
linear_bba bbr 16.106 0.0
puffer_ttp_emu bbr 11.404 0.0
pensieve cubic 1032.498 0.0
pensieve cubic 6.531 0.0
linear_bba bbr 18.75 0.0
pensieve cubic 45.678 0.0
puffer_ttp_emu bbr 18.078 0.0
puffer_ttp_emu bbr 469.306 0.0
linear_bba bbr 68.065 0.0
puffer_ttp_emu bbr 36.837 0.0
linear_bba cubic 219.548 0.0
linear_bba bbr 8.434 0.0
linear_bba bbr 106.194 0.3530000000000002
pensieve cubic 80.399 0.0
puffer_ttp_cl cubic 6.748 0.0
puffer_ttp_cl cubic 12.648 0.0
puffer_ttp_cl cubic 6.251 0.0
linear_bba bbr 12.203 0.0
puffer_ttp_cl cubic 7.947 0.0
linear_bba cubic 6.077 0.0
pensieve cubic 12.084 0.0
puffer_ttp_cl cubic 1494.991 0.0
linear_bba cubic 6.819 0.0
linear_bba bbr 6.761 0.0
linear_bba bbr 33.651 0.0
pensieve cubic 36.968 0.0
linear_bba bbr 109.863 3.2369999999999997
puffer_ttp_emu bbr 13.556 0.0
linear_bba cubic 9.699 0.0
pensieve cubic 70.71 0.0
pensieve cubic 8.081 0.0
pensieve cubic 6.511 0.0
pensieve cubic 52.791 0.0
pensieve cubic 21.676 0.0
pensieve cubic 6.5 0.0
linear_bba bbr 336.0 2.35
pensieve cubic 882.531 0.0
pensieve cubic 4926.954 0.0
mpc bbr 53.146 0.0
mpc cubic 38.209 24.397000000000002
puffer_ttp_cl bbr 44.0 0.0
robust_mpc cubic 22.613 0.0
puffer_ttp_static bbr 6.337 0.0
puffer_ttp_static bbr 10.057 0.0
robust_mpc cubic 5.108 0.0
mpc bbr 219.549 0.0
puffer_ttp_static bbr 7.059 0.0
robust_mpc cubic 45.475 0.0
mpc cubic 1250.031 144.183
puffer_ttp_static bbr 7.78 0.0
puffer_ttp_cl bbr 12.048 0.0
puffer_ttp_static bbr 16.101 0.0
puffer_ttp_cl bbr 22.048 0.0
puffer_ttp_static bbr 3223.996 0.0
puffer_ttp_cl bbr 36.744 0.0
linear_bba bbr 7.453 0.0
robust_mpc cubic 8.051 0.1489999999999999
puffer_ttp_emu bbr 12.654 0.0
linear_bba bbr 28.351 0.0
robust_mpc cubic 112.803 0.0
puffer_ttp_cl bbr 8.603 0.0
puffer_ttp_cl bbr 7.698 0.0
linear_bba bbr 90.499 0.0
robust_mpc cubic 5.997 0.0
pensieve cubic 431.719 0.0
robust_mpc cubic 14.1 0.0
robust_mpc cubic 39.207 0.0
puffer_ttp_cl bbr 25.449 0.0
puffer_ttp_cl bbr 7.899 0.0
puffer_ttp_cl bbr 21.347 0.0
linear_bba bbr 46.451 0.0
puffer_ttp_cl bbr 9.9 0.0
puffer_ttp_cl bbr 6.701 0.0
robust_mpc cubic 22.012 0.0
puffer_ttp_cl bbr 934.76 7.6
linear_bba bbr 7.149 0.0
linear_bba bbr 22.351 0.0
linear_bba bbr 4253.867 0.0
mpc cubic 876.473 0.0
robust_mpc bbr 18.918 0.0
linear_bba bbr 24.9 0.0
robust_mpc bbr 11.258 0.0
robust_mpc bbr 16.397 0.0
pensieve cubic 13.352 0.0
linear_bba bbr 100.301 9.049999999999999
pensieve cubic 44.513 0.0
robust_mpc bbr 685.062 0.0
linear_bba bbr 43.653 0.0
linear_bba bbr 79.1 0.0
puffer_ttp_cl bbr 23.972 0.0
linear_bba bbr 8.36 0.0
puffer_ttp_cl bbr 30.893 0.0
linear_bba bbr 45.554 0.0
puffer_ttp_cl bbr 88.002 0.0
linear_bba bbr 16.198 0.0
puffer_ttp_static bbr 10.197 0.0
puffer_ttp_static bbr 8.446 0.0
linear_bba bbr 163.151 1.1520000000000001
linear_bba cubic 30.848 0.0
puffer_ttp_static bbr 2577.527 0.0
pensieve cubic 2659.35 0.0
pensieve cubic 1289.681 0.0
linear_bba cubic 5.415 0.0
linear_bba cubic 208.31 0.0
puffer_ttp_cl bbr 25.191 0.0
puffer_ttp_cl bbr 61.251 0.0
pensieve cubic 15.026 0.0
pensieve cubic 23.518 0.0
puffer_ttp_cl bbr 35.8 0.0
puffer_ttp_cl bbr 14.232 0.0
puffer_ttp_cl bbr 450.769 0.0
puffer_ttp_cl bbr 543.099 0.0
pensieve cubic 113.103 0.0
puffer_ttp_emu bbr 6.188 0.0
robust_mpc cubic 6.032 1.351
puffer_ttp_emu bbr 19.549 0.0
mpc cubic 36.15 0.0
robust_mpc cubic 6.338 0.0
robust_mpc cubic 2129.633 3.1510000000000002
linear_bba cubic 2914.978 0.0
puffer_ttp_emu bbr 2987.827 0.0
mpc cubic 150.296 0.0
pensieve cubic 5.352 0.0
pensieve cubic 16.844 0.0
puffer_ttp_cl cubic 6.249 0.0
pensieve cubic 6.354 0.0
robust_mpc cubic 6.008 0.0
pensieve cubic 5.461 0.0
robust_mpc cubic 5.11 0.0
robust_mpc cubic 30.191 0.0
pensieve cubic 51.261 0.0
pensieve cubic 30.857 0.0
mpc cubic 2188.31 0.0
robust_mpc cubic 20.105 0.0
robust_mpc cubic 7.211 0.0
robust_mpc cubic 14.058 0.0
robust_mpc cubic 18.213 0.0
puffer_ttp_static bbr 4129.326 0.0
robust_mpc cubic 38.456 0.0
puffer_ttp_cl cubic 27.581 0.0
robust_mpc cubic 1269.914 0.0
puffer_ttp_cl bbr 40.3 0.0
mpc cubic 11.649 0.0
puffer_ttp_emu bbr 11.228 0.0
mpc cubic 20.398 0.0
puffer_ttp_emu bbr 7.763 0.0
puffer_ttp_emu bbr 6.411 0.0
linear_bba cubic 27.249 0.0
puffer_ttp_emu bbr 63.747 0.0
linear_bba cubic 8.498 0.0
puffer_ttp_emu bbr 172.445 0.0
robust_mpc bbr 11.453 0.0
linear_bba cubic 113.696 0.0
pensieve cubic 2585.882 0.0
robust_mpc bbr 58.97 0.0
mpc bbr 3514.606 2027.671
puffer_ttp_emu bbr 42.651 0.0
robust_mpc bbr 14.937 0.0
robust_mpc bbr 265.608 0.0
linear_bba cubic 8.25 0.0
linear_bba cubic 345.591 0.0
puffer_ttp_cl bbr 14.528 0.0
mpc cubic 7.151 0.0
puffer_ttp_emu bbr 9.069 0.0
mpc cubic 3268.326 0.0
puffer_ttp_emu bbr 10.425 0.0
puffer_ttp_emu bbr 41.653 0.0
puffer_ttp_cl cubic 6.649 0.0
puffer_ttp_cl cubic 271.35 0.0
puffer_ttp_emu bbr 15.443 0.0
puffer_ttp_emu bbr 17.793 0.0
puffer_ttp_cl bbr 1631.514 0.0
pensieve bbr 21.739 0.0
robust_mpc bbr 1722.44 0.0
linear_bba bbr 124.054 0.0
pensieve bbr 20.25 0.0
mpc cubic 11.499 0.0
pensieve bbr 7.556 0.0
pensieve bbr 10.429 0.0
pensieve bbr 8.812 0.0
puffer_ttp_cl bbr 22.547 0.0
puffer_ttp_cl bbr 6.647 0.0
puffer_ttp_cl bbr 11.605 0.0
puffer_ttp_emu bbr 456.328 0.0
puffer_ttp_static bbr 39.955 0.0
puffer_ttp_cl bbr 300.585 0.0
linear_bba bbr 32.152 0.0
linear_bba bbr 7.5 0.0
linear_bba bbr 100.191 0.0
linear_bba cubic 87.708 0.0
puffer_ttp_cl cubic 284.647 0.0
mpc cubic 10.279 0.0
mpc cubic 184.949 0.0
mpc bbr 1009.541 8.798
linear_bba bbr 727.194 0.0
linear_bba bbr 12.799 0.0
linear_bba bbr 236.1 0.0
puffer_ttp_static bbr 75.409 0.0
mpc cubic 7.048 0.0
mpc cubic 8.495 0.0
mpc cubic 1137.751 9.007
puffer_ttp_cl bbr 11.491 0.0
puffer_ttp_cl bbr 82.901 0.0
linear_bba cubic 765.575 0.0
pensieve cubic 10.024 0.0
mpc cubic 5.2 0.0
mpc cubic 11.453 0.0
pensieve cubic 11.994 0.0
mpc cubic 10.498 0.0
puffer_ttp_cl bbr 5.499 0.0
mpc cubic 245.201 0.0
puffer_ttp_cl bbr 7.297 0.0
pensieve cubic 123.6 0.0
puffer_ttp_cl bbr 23.25 0.0
puffer_ttp_emu bbr 13.869 0.0
puffer_ttp_cl cubic 9.947 0.0
puffer_ttp_emu bbr 5.16 0.0
puffer_ttp_cl cubic 2124.291 0.0
puffer_ttp_emu bbr 7.466 0.0
puffer_ttp_emu bbr 5.346 0.0
puffer_ttp_emu bbr 17.496 0.0
puffer_ttp_cl bbr 55.199 0.0
puffer_ttp_emu bbr 23.756 0.0
puffer_ttp_emu bbr 10.708 0.0
puffer_ttp_cl bbr 6.897 0.0
puffer_ttp_emu bbr 10.595 0.0
puffer_ttp_cl bbr 17.199 0.0
puffer_ttp_cl bbr 37.67 0.0
pensieve cubic 12.118 0.0
puffer_ttp_emu bbr 467.83 0.0
puffer_ttp_cl bbr 5.551 0.0
puffer_ttp_cl bbr 463.5 0.0
linear_bba cubic 126.601 0.0
robust_mpc cubic 46.049 0.0
robust_mpc cubic 14.951 0.0
robust_mpc cubic 225.604 0.0
robust_mpc cubic 12.751 0.0
puffer_ttp_cl bbr 15.15 0.0
puffer_ttp_cl bbr 1484.053 0.0
puffer_ttp_cl cubic 19.473 0.0
robust_mpc bbr 20.889 0.0
puffer_ttp_cl cubic 5.376 0.0
puffer_ttp_cl cubic 7.9 0.0
puffer_ttp_cl cubic 98.41 0.0
robust_mpc bbr 21.223 0.0
mpc bbr 1386.257 0.0
mpc cubic 5.387 0.0
robust_mpc bbr 123.821 0.0
mpc cubic 48.302 0.0
robust_mpc cubic 93.361 0.0
puffer_ttp_cl cubic 2150.068 0.0
pensieve cubic 6.885 0.0
pensieve cubic 190.895 0.0
mpc cubic 38.94 0.0
puffer_ttp_cl cubic 17.354 0.0
mpc bbr 44.392 0.0
puffer_ttp_cl cubic 9.484 0.0
linear_bba bbr 6.78 0.0
puffer_ttp_cl cubic 8.251 0.0
linear_bba bbr 52.356 0.0
puffer_ttp_cl cubic 9.804 0.0
puffer_ttp_cl cubic 5.629 0.0
pensieve bbr 135.929 0.0
puffer_ttp_cl cubic 21.037 0.0
robust_mpc bbr 8.663 0.0
robust_mpc cubic 9.348 0.0
puffer_ttp_cl cubic 8.77 0.0
robust_mpc bbr 5.246 0.0
robust_mpc bbr 8.141 0.0
puffer_ttp_emu bbr 59.058 0.0
linear_bba bbr 645.928 0.0
puffer_ttp_cl cubic 6.041 0.0
pensieve bbr 11.393 0.0
robust_mpc cubic 7.345 0.0
puffer_ttp_cl cubic 356.68 0.0
pensieve bbr 6.691 0.0
robust_mpc bbr 174.399 0.0
puffer_ttp_cl bbr 5.998 0.0
puffer_ttp_emu bbr 17.229 0.0
puffer_ttp_emu bbr 460.82 0.0
pensieve cubic 12.876 0.0
mpc cubic 1796.125 0.0
pensieve cubic 5.206 0.0
mpc cubic 398.097 0.0
pensieve cubic 52.319 0.0
mpc cubic 8.657 0.0
puffer_ttp_emu bbr 12.093 0.0
mpc cubic 48.0 0.0
pensieve cubic 8.71 0.0
pensieve cubic 14.329 0.0
mpc cubic 6.095 0.0
puffer_ttp_cl bbr 6.913 0.0
robust_mpc bbr 6.198 0.0
puffer_ttp_cl bbr 155.627 0.0
robust_mpc bbr 5.276 0.0
pensieve cubic 49.237 0.0
robust_mpc bbr 166.317 0.0
puffer_ttp_static bbr 29727.627 0.0
robust_mpc bbr 148.024 0.0
pensieve cubic 22.497 0.0
puffer_ttp_static bbr 21.75 0.0
pensieve bbr 53.707 0.0
robust_mpc bbr 283.09 0.0
pensieve bbr 108.095 0.0
robust_mpc cubic 6.949 0.0
robust_mpc cubic 5.168 0.0
puffer_ttp_static bbr 142.501 0.0
pensieve bbr 78.765 0.0
mpc bbr 158.242 0.0
mpc cubic 8.198 0.0
robust_mpc bbr 9.3 0.0
pensieve bbr 92.697 0.0
mpc cubic 23.701 0.0
robust_mpc bbr 77.499 0.0
puffer_ttp_emu bbr 7.955 0.0
robust_mpc cubic 1955.246 22.499
puffer_ttp_emu bbr 23.417 0.0
puffer_ttp_emu bbr 45.88 0.0
linear_bba bbr 26.051 0.0
linear_bba bbr 25.348 0.0
puffer_ttp_emu bbr 7.381 0.0
pensieve bbr 58.055 0.0
puffer_ttp_static bbr 697.372 0.0
puffer_ttp_emu bbr 89.863 0.0
puffer_ttp_emu bbr 47.61 0.0
mpc bbr 7.599 0.0
mpc bbr 123.692 0.0
linear_bba cubic 11.004 0.0
mpc cubic 25.599 0.0
pensieve bbr 8.147 0.0
linear_bba cubic 9.79 0.0
puffer_ttp_emu bbr 22.498 0.0
linear_bba cubic 48.437 0.0
mpc cubic 15.366 0.0
puffer_ttp_emu bbr 265.726 0.0
mpc cubic 9.571 0.0
puffer_ttp_emu bbr 8.01 0.0
puffer_ttp_static bbr 6.394 0.0
mpc bbr 25.053 0.0
mpc cubic 5.27 0.0
puffer_ttp_static bbr 14.051 0.0
mpc cubic 13.05 0.0
linear_bba cubic 18.172 0.0
mpc cubic 19.641 0.0
mpc bbr 54.305 0.0
mpc cubic 13.6 0.0
mpc cubic 38.958 0.0
linear_bba cubic 43.075 0.0
mpc cubic 16.68 0.0
mpc bbr 32.599 0.0
mpc cubic 6.057 0.0
mpc cubic 229.177 4.1770000000000005
mpc cubic 9.458 0.0
linear_bba cubic 12.796 0.0
linear_bba cubic 7.282 0.0
mpc bbr 286.463 0.0
mpc cubic 13.001 0.0
linear_bba cubic 416.844 0.0
linear_bba cubic 627.775 0.0
puffer_ttp_static bbr 219.448 0.0
pensieve cubic 496.04 0.0
puffer_ttp_cl bbr 10.655 0.0
mpc cubic 5.881 0.0
puffer_ttp_cl cubic 25.928 0.0
mpc cubic 15.608 0.0
mpc bbr 66.314 0.0
puffer_ttp_emu bbr 13.004 0.0
puffer_ttp_emu bbr 103.899 0.0
puffer_ttp_static bbr 6.095 0.0
mpc bbr 303.227 0.0
puffer_ttp_static bbr 6.162 0.0
puffer_ttp_static bbr 45.163 0.0
mpc bbr 133.168 0.0
puffer_ttp_static bbr 20.051 0.0
puffer_ttp_emu bbr 5.649 0.0
puffer_ttp_emu bbr 7.428 0.0
puffer_ttp_emu bbr 651.784 0.0
puffer_ttp_emu bbr 85.53 0.0
puffer_ttp_static bbr 7.294 0.0
puffer_ttp_static bbr 26.648 0.0
puffer_ttp_cl bbr 35.638 0.0
puffer_ttp_cl bbr 6.879 0.0
puffer_ttp_static bbr 30.205 0.0
puffer_ttp_cl bbr 78.71 0.0
puffer_ttp_static bbr 10.856 0.0
puffer_ttp_emu bbr 126.403 0.0
mpc cubic 64.467 0.849
puffer_ttp_static bbr 179.012 0.0
puffer_ttp_static bbr 181.437 0.0
puffer_ttp_emu bbr 12.198 0.0
puffer_ttp_emu bbr 138.446 0.0
puffer_ttp_emu bbr 32.905 0.0
puffer_ttp_cl bbr 56.132 0.0
mpc bbr 107.354 0.0
linear_bba bbr 5.92 0.0
mpc cubic 144.071 5.56
robust_mpc cubic 7.901 0.0
mpc bbr 5.201 0.0
mpc bbr 104.915 0.0
robust_mpc cubic 8.9 0.0
puffer_ttp_emu bbr 24.903 0.0
pensieve bbr 6.349 0.0
puffer_ttp_cl bbr 96.795 0.0
robust_mpc cubic 16.045 0.0
linear_bba cubic 646.937 0.0
pensieve bbr 18.452 0.0
puffer_ttp_emu bbr 43.129 0.0
puffer_ttp_cl bbr 37.205 0.0
robust_mpc cubic 27.814 0.0
puffer_ttp_emu bbr 42.912 0.0
pensieve cubic 61.398 0.0
puffer_ttp_cl bbr 299.777 0.0
puffer_ttp_emu bbr 347.086 0.0
mpc bbr 30.46 0.0
linear_bba bbr 14.992 0.0
puffer_ttp_static bbr 13.649 0.0
mpc cubic 34.701 0.0
pensieve cubic 10929.712 0.0
linear_bba bbr 91.042 0.0
puffer_ttp_emu bbr 44.076 1.0000000000000002
mpc bbr 49.205 0.0
mpc bbr 5.347 0.0
linear_bba bbr 27.979 0.0
puffer_ttp_static bbr 7.939 0.0
mpc bbr 5.747 0.0
puffer_ttp_static bbr 9.899 0.0
puffer_ttp_static bbr 5.248 0.0
linear_bba cubic 278.129 0.0
mpc bbr 58.748 0.0
mpc cubic 18.819 0.0
pensieve cubic 335.667 0.0
puffer_ttp_static bbr 1762.54 0.0
puffer_ttp_static bbr 7195.603 60.4
linear_bba bbr 8.249 0.0
mpc cubic 19.687 0.0
puffer_ttp_cl bbr 6.349 0.0
mpc bbr 5.203 0.0
pensieve cubic 23.85 0.0
mpc bbr 5.3 0.0
puffer_ttp_cl bbr 15.477 0.0
linear_bba cubic 81.155 0.0
mpc bbr 1468.344 0.0
mpc cubic 39.389 0.0
mpc bbr 14.4 0.0
linear_bba bbr 37.589 0.0
mpc bbr 5.848 0.0
puffer_ttp_cl cubic 670.44 0.0
pensieve cubic 321.244 0.0
linear_bba bbr 35.502 0.0
linear_bba bbr 118.642 0.0
puffer_ttp_emu bbr 8.697 0.0
puffer_ttp_emu bbr 10.304 0.0
puffer_ttp_emu bbr 4190.294 0.0
pensieve bbr 548.705 0.0
linear_bba bbr 13.096 0.0
mpc cubic 778.888 0.0
puffer_ttp_cl bbr 10.427 0.0
mpc bbr 29.811 0.0
puffer_ttp_static bbr 160.791 0.0
linear_bba bbr 65.104 0.0
robust_mpc bbr 72.8 0.0
linear_bba cubic 6.258 0.0
linear_bba cubic 18.205 0.0
puffer_ttp_emu bbr 6.153 0.0
puffer_ttp_emu bbr 37.089 0.0
puffer_ttp_cl cubic 3111.941 0.0
puffer_ttp_emu bbr 31.834 0.0
linear_bba cubic 5.77 0.0
puffer_ttp_emu bbr 7.426 0.0
puffer_ttp_emu bbr 14.736 0.0
linear_bba bbr 22.999 0.0
puffer_ttp_emu bbr 5.326 0.0
puffer_ttp_emu bbr 64.334 0.0
robust_mpc bbr 94.299 0.0
mpc bbr 38.865 0.0
puffer_ttp_emu bbr 14.759 0.0
pensieve cubic 33.046 0.0
linear_bba bbr 98.542 0.0
robust_mpc bbr 7.95 0.0
pensieve cubic 21190.199 0.0
puffer_ttp_emu bbr 15.963 0.0
robust_mpc bbr 8.35 0.0
robust_mpc bbr 31.748 0.0
pensieve bbr 58.749 0.0
pensieve cubic 24.548 0.0
puffer_ttp_emu bbr 336.344 0.0
linear_bba bbr 22.4 0.0
puffer_ttp_emu bbr 11.909 0.0
mpc bbr 6.413 0.0
puffer_ttp_emu bbr 23.972 0.0
puffer_ttp_emu bbr 22.135 0.0
pensieve cubic 8.09 0.0
linear_bba bbr 6.794 0.0
pensieve cubic 9.596 0.0
mpc bbr 98.485 0.0
puffer_ttp_emu bbr 19.85 0.0
puffer_ttp_emu bbr 623.905 0.0
pensieve cubic 17.017 0.0
robust_mpc bbr 108.05 0.0
puffer_ttp_emu bbr 252.901 0.0
puffer_ttp_cl bbr 5.349 0.0
pensieve cubic 5.545 0.0
puffer_ttp_cl bbr 11.921 0.0
linear_bba bbr 18.136 0.0
puffer_ttp_emu bbr 28.155 0.0
puffer_ttp_cl bbr 7.045 0.0
mpc bbr 7.596 0.0
puffer_ttp_cl bbr 20.499 0.0
puffer_ttp_cl bbr 35.524 0.0
mpc bbr 9.699 0.0
puffer_ttp_cl bbr 7.978 0.0
